filename;tini;tfin;m_event_type;user;date_time_annotation;freqmin;freqmax
BCA_N_1_20220526_104439.wav;121,355;125,2569;pilot whale EClicks;Carles Gallardo;2022-07-06 10:48:42;3229,927;14872,2628
BCA_N_1_20220526_104439.wav;125,3136;129,2346;pilot whale EClicks;Carles Gallardo;2022-07-06 10:49:20;3373,8025;20577,1556
BCA_N_1_20220526_104439.wav;129,255;133,2142;pilot whale EClicks;Carles Gallardo;2022-07-06 10:52:24;3860,1163;23920,5634
BCA_N_1_20220526_104439.wav;131,0145;131,1663;pilot whale buzz;Carles Gallardo;2022-07-06 10:51:09;2700,0456;21205,9763
BCA_N_1_20220526_104439.wav;137,9963;138,1265;pilot whale buzz;Carles Gallardo;2022-07-06 10:56:12;3542,1989;27869,7536
BCA_N_1_20220526_104439.wav;138,8605;139,1936;pilot whale buzz;Carles Gallardo;2022-07-06 10:56:53;3007,5274;52464,6442
BCA_N_1_20220526_104439.wav;144,372;144,558;pilot whale buzz;Carles Gallardo;2022-07-06 10:59:04;2606,5237;54068,6588
BCA_N_1_20220526_104439.wav;145,4912;145,7917;pilot whale buzz;Carles Gallardo;2022-07-06 10:59:20;3542,1989;54202,3266
BCA_N_1_20220526_104439.wav;164,9985;165,0922;uknown whistle;Carles Gallardo;2022-07-06 11:06:02;1425,8668;10830,5201
BCA_N_1_20220526_104439.wav;168,641;168,7085;pilot whale buzz;Carles Gallardo;2022-07-06 11:07:45;3306,7974;22298,1296
BCA_N_1_20220526_104439.wav;173,4438;173,592;pilot whale buzz;Carles Gallardo;2022-07-06 11:09:13;3148,0383;55388,458
BCA_N_1_20220526_104439.wav;178,8023;178,9294;pilot whale buzz;Carles Gallardo;2022-07-06 11:09:55;2123,6314;46052,4635
BCA_N_1_20220526_104439.wav;185,0704;185,1593;uknown whistle;Carles Gallardo;2022-07-06 11:20:00;1686,4735;2544,82208
BCA_N_1_20220526_104439.wav;185,8097;185,9688;uknown whistle;Carles Gallardo;2022-07-06 11:20:44;1734,8312;3282,27646
BCA_N_1_20220526_104439.wav;186,4267;186,548;uknown whistle;Carles Gallardo;2022-07-06 11:16:36;200,41629;1002,08143
BCA_N_1_20220526_104439.wav;204,0158;204,137;pilot whale buzz;Carles Gallardo;2022-07-06 11:23:31;1934,3066;25656,9343
BCA_N_1_20220526_104439.wav;204,5863;204,7163;pilot whale buzz;Carles Gallardo;2022-07-06 11:23:48;2737,2263;15875,9124
BCA_N_1_20220526_104439.wav;205,1638;205,3136;pilot whale buzz;Carles Gallardo;2022-07-06 11:24:16;2737,2263;23394,1606
BCA_N_1_20220526_104439.wav;205,7487;205,8964;pilot whale buzz;Carles Gallardo;2022-07-06 11:24:31;2299,2701;22080,292
BCA_N_1_20220526_104439.wav;206,2097;206,3137;pilot whale buzz;Carles Gallardo;2022-07-06 11:24:44;2883,2117;20912,4088
BCA_N_1_20220526_104439.wav;206,9075;207,0179;pilot whale buzz;Carles Gallardo;2022-07-06 11:24:56;3102,1898;23540,146
BCA_N_1_20220526_104439.wav;207,4386;207,5543;pilot whale buzz;Carles Gallardo;2022-07-06 11:25:06;3321,1679;17554,7445
BCA_N_1_20220526_104439.wav;208,1545;208,2655;pilot whale buzz;Carles Gallardo;2022-07-06 11:25:17;2737,2263;23905,1095
BCA_N_1_20220526_104439.wav;213,744;213,929;pilot whale buzz;Carles Gallardo;2022-07-06 11:25:49;2973,0839;45567,062
BCA_N_1_20220526_104439.wav;216,2231;220,0092;pilot whale EClicks;Carles Gallardo;2022-07-06 15:18:11;3987,5114;8735,45849
BCA_N_1_20220526_104439.wav;221,0353;224,7834;pilot whale EClicks;Carles Gallardo;2022-07-06 15:18:27;4090,7276;6980,78239
BCA_N_1_20220526_104439.wav;224,8915;228,6966;pilot whale EClicks;Carles Gallardo;2022-07-06 15:18:51;4049,4411;9375,39918
BCA_N_1_20220526_104439.wav;228,7451;232,6356;pilot whale EClicks;Carles Gallardo;2022-07-06 15:19:24;3244,3545;9396,04243
BCA_N_1_20220526_104439.wav;232,7519;236,4609;pilot whale EClicks;Carles Gallardo;2022-07-06 15:19:44;4070,0844;8157,44754
BCA_N_1_20220526_104439.wav;236,543;240,4145;pilot whale EClicks;Carles Gallardo;2022-07-06 15:20:12;3203,068;9354,75593
BCA_N_1_20220526_104439.wav;240,474;244,374;pilot whale EClicks;Carles Gallardo;2022-07-06 15:20:32;3099,8517;8405,16651
BCA_N_1_20220526_104439.wav;244,3961;248,2771;pilot whale EClicks;Carles Gallardo;2022-07-06 15:21:04;3223,7112;9045,10721
BCA_N_1_20220526_104439.wav;248,3535;252,2061;pilot whale EClicks;Carles Gallardo;2022-07-06 15:21:38;3058,5652;8652,88549
BCA_N_1_20220526_104439.wav;252,293;256,1645;pilot whale EClicks;Carles Gallardo;2022-07-06 15:22:42;2893,4193;8549,66925
BCA_N_1_20220526_104439.wav;256,2525;260,1145;pilot whale EClicks;Carles Gallardo;2022-07-06 15:23:06;4132,0141;8322,59352
BCA_N_1_20220526_104439.wav;260,165;264,0642;pilot whale EClicks;Carles Gallardo;2022-07-06 15:23:25;4049,4411;8838,67473
BCA_N_1_20220526_104439.wav;264,1839;267,965;pilot whale EClicks;Carles Gallardo;2022-07-06 15:23:46;4111,3709;8735,45849
BCA_N_1_20220526_104439.wav;271,595;275,4289;pilot whale EClicks;Carles Gallardo;2022-07-06 15:24:17;3760,4357;6485,34443
BCA_N_1_20220526_104439.wav;275,475;279,3373;pilot whale EClicks;Carles Gallardo;2022-07-06 15:24:44;4070,0844;6237,62546
BCA_N_1_20220526_104439.wav;279,385;283,2851;pilot whale EClicks;Carles Gallardo;2022-07-06 15:25:09;4028,7979;8797,38823
BCA_N_1_20220526_104439.wav;283,3634;287,2257;pilot whale EClicks;Carles Gallardo;2022-07-06 15:25:38;4152,6574;8405,16651
BCA_N_1_20220526_104439.wav;288,0418;291,1846;pilot whale EClicks;Carles Gallardo;2022-07-06 15:26:07;3719,1492;8301,95027
BCA_N_1_20220526_104439.wav;291,2725;295,0396;pilot whale EClicks;Carles Gallardo;2022-07-06 15:26:27;4028,7979;7909,72856
BCA_N_1_20220526_104439.wav;295,1055;298,9544;pilot whale EClicks;Carles Gallardo;2022-07-06 15:26:48;3863,6519;6650,49042
BCA_N_1_20220526_104439.wav;297,1358;301,0155;pilot whale EClicks;Carles Gallardo;2022-07-06 15:27:15;4111,3709;8921,24772
BCA_N_1_20220526_104949.wav;19,53558;24,38516;pilot whale EClicks;Carles Gallardo;2022-07-06 11:58:28;4074,789;32415,8588
BCA_N_1_20220526_104949.wav;24,48841;26,42113;pilot whale EClicks;Carles Gallardo;2022-07-06 11:58:52;3831,518;25847,5422
BCA_N_1_20220526_104949.wav;33,84341;36,62164;pilot whale EClicks;Carles Gallardo;2022-07-06 11:59:53;5656,0504;18306,1417
BCA_N_1_20220526_104949.wav;36,6874;39,4869;pilot whale EClicks;Carles Gallardo;2022-07-06 12:00:12;7115,6763;26455,7197
BCA_N_1_20220526_104949.wav;39,62827;42,30729;pilot whale EClicks;Carles Gallardo;2022-07-06 12:00:38;4926,2375;26455,7197
BCA_N_1_20220526_104949.wav;42,40575;45,26903;pilot whale EClicks;Carles Gallardo;2022-07-06 12:01:01;4804,602;25604,2712
BCA_N_1_20220526_104949.wav;45,3941;48,16525;pilot whale EClicks;Carles Gallardo;2022-07-06 12:01:21;5291,1439;26577,3552
BCA_N_1_20220526_104949.wav;48,26575;51,07942;pilot whale EClicks;Carles Gallardo;2022-07-06 12:01:55;4439,6955;26820,6261
BCA_N_1_20220526_104949.wav;51,16201;52,51836;pilot whale EClicks;Carles Gallardo;2022-07-06 12:02:22;4926,2375;30591,3264
BCA_N_1_20220526_104949.wav;52,58244;55,40842;pilot whale EClicks;Carles Gallardo;2022-07-06 12:05:46;6264,2279;23414,8323
BCA_N_1_20220526_104949.wav;64,50546;67,34748;pilot whale EClicks;Carles Gallardo;2022-07-06 12:06:24;5169,5084;25239,3647
BCA_N_1_20220526_104949.wav;67,38905;70,24525;pilot whale EClicks;Carles Gallardo;2022-07-06 12:06:47;5777,6859;45552,492
BCA_N_1_20220526_104949.wav;70,33158;73,10272;pilot whale EClicks;Carles Gallardo;2022-07-06 12:07:07;6020,9569;24996,0937
BCA_N_1_20220526_104949.wav;73,23119;75,92437;pilot whale EClicks;Carles Gallardo;2022-07-06 12:08:40;3101,7051;24509,5518
BCA_N_1_20220526_104949.wav;75,96614;78,8436;pilot whale EClicks;Carles Gallardo;2022-07-06 12:09:04;4318,06;46160,6695
BCA_N_1_20220526_104949.wav;78,93575;81,65729;pilot whale EClicks;Carles Gallardo;2022-07-06 12:09:46;4074,789;24996,0937
BCA_N_1_20220526_104949.wav;99,68488;102,6261;pilot whale EClicks;Carles Gallardo;2022-07-06 12:10:52;4439,6955;44579,4081
BCA_N_1_20220526_104949.wav;102,7187;105,2701;pilot whale EClicks;Carles Gallardo;2022-07-06 12:11:15;3831,518;47741,9309
BCA_N_1_20220526_104949.wav;104,166;104,3473;pilot whale EClicks;Carles Gallardo;2022-07-06 12:11:55;3458,4854;49328,9234
BCA_N_1_20220526_104949.wav;148,1782;150,3742;pilot whale EClicks;Carles Gallardo;2022-07-06 12:20:03;6626,0265;49178,49
BCA_N_1_20220526_104949.wav;164,0354;165,7717;pilot whale EClicks;Carles Gallardo;2022-07-06 12:25:21;5774,9772;22674,3841
BCA_N_1_20220526_104949.wav;166,978;170,6319;pilot whale EClicks;Carles Gallardo;2022-07-06 12:25:53;7598,6542;25835,4243
BCA_N_1_20220526_104949.wav;170,7221;174,5375;pilot whale EClicks;Carles Gallardo;2022-07-06 12:41:23;7233,9188;26443,3166
BCA_N_1_20220526_104949.wav;174,6245;178,4452;pilot whale EClicks;Carles Gallardo;2022-07-06 12:42:05;4802,3495;24984,375
BCA_N_1_20220526_104949.wav;178,4845;182,3388;pilot whale EClicks;Carles Gallardo;2022-07-06 12:42:29;2857,094;25592,2673
BCA_N_1_20220526_104949.wav;182,4031;186,2383;pilot whale EClicks;Carles Gallardo;2022-07-06 12:42:59;4014,5985;52043,7956
BCA_N_1_20220526_104949.wav;186,2841;190,1383;pilot whale EClicks;Carles Gallardo;2022-07-06 12:43:24;3576,6423;24890,5109
BCA_N_1_20220526_104949.wav;190,1937;194,0764;pilot whale EClicks;Carles Gallardo;2022-07-06 12:43:44;4890,5109;48832,1168
BCA_N_1_20220526_104949.wav;194,1247;198,0057;pilot whale EClicks;Carles Gallardo;2022-07-06 12:44:09;2700,7299;58175,1825
BCA_N_1_20220526_104949.wav;198,0541;201,956;pilot whale EClicks;Carles Gallardo;2022-07-06 12:44:31;3430,6569;56569,3431
BCA_N_1_20220526_104949.wav;202,0708;205,8392;pilot whale EClicks;Carles Gallardo;2022-07-06 12:45:00;3430,6569;52919,708
BCA_N_1_20220526_104949.wav;205,9318;209,786;pilot whale EClicks;Carles Gallardo;2022-07-06 12:45:21;3138,6861;44014,5985
BCA_N_1_20220526_104949.wav;209,9104;213,7456;pilot whale EClicks;Carles Gallardo;2022-07-06 12:45:39;2846,7153;48978,1022
BCA_N_1_20220526_104949.wav;213,8036;217,696;pilot whale EClicks;Carles Gallardo;2022-07-06 12:46:00;2992,7007;59489,0511
BCA_N_1_20220526_104949.wav;217,8013;221,5411;pilot whale EClicks;Carles Gallardo;2022-07-06 12:46:23;2846,7153;59489,0511
BCA_N_1_20220526_104949.wav;221,6541;225,4846;pilot whale EClicks;Carles Gallardo;2022-07-06 12:46:44;4014,5985;53211,6788
BCA_N_1_20220526_104949.wav;225,5431;229,3497;pilot whale EClicks;Carles Gallardo;2022-07-06 12:47:04;2846,7153;50000
BCA_N_1_20220526_104949.wav;229,5276;233,2388;pilot whale EClicks;Carles Gallardo;2022-07-06 12:47:25;3138,6861;49416,0584
BCA_N_1_20220526_104949.wav;237,4296;239,2799;pilot whale EClicks;Carles Gallardo;2022-07-06 12:48:08;3576,6423;46642,3358
BCA_N_1_20220526_104949.wav;239,4022;241,1529;pilot whale EClicks;Carles Gallardo;2022-07-06 12:48:23;3138,6861;51021,8978
BCA_N_1_20220526_104949.wav;241,2342;242,966;pilot whale EClicks;Carles Gallardo;2022-07-06 12:48:39;2700,7299;49124,0876
BCA_N_1_20220526_104949.wav;243,0904;246,8588;pilot whale EClicks;Carles Gallardo;2022-07-06 12:49:12;3284,6715;58759,1241
BCA_N_1_20220526_104949.wav;246,9713;249,1465;pilot whale EClicks;Carles Gallardo;2022-07-06 12:49:31;4598,5401;52627,7372
BCA_N_1_20220526_104949.wav;252,064;255,8897;pilot whale EClicks;Carles Gallardo;2022-07-06 12:49:50;4014,5985;46934,3066
BCA_N_1_20220526_104949.wav;255,9531;259,7883;pilot whale EClicks;Carles Gallardo;2022-07-06 12:50:12;3722,6277;58613,1387
BCA_N_1_20220526_104949.wav;259,8531;263,7837;pilot whale EClicks;Carles Gallardo;2022-07-06 12:50:34;4744,5255;47518,2482
BCA_N_1_20220526_104949.wav;263,929;267,6402;pilot whale EClicks;Carles Gallardo;2022-07-06 12:50:55;2992,7007;47810,219
BCA_N_1_20220526_104949.wav;267,8699;271,7242;pilot whale EClicks;Carles Gallardo;2022-07-06 12:51:19;5912,4088;52773,7226
BCA_N_1_20220526_104949.wav;271,7831;275,6183;pilot whale EClicks;Carles Gallardo;2022-07-06 12:51:44;5766,4234;50437,9562
BCA_N_1_20220526_104949.wav;275,7604;279,4696;pilot whale EClicks;Carles Gallardo;2022-07-06 12:52:07;4598,5401;57445,2555
BCA_N_1_20220526_104949.wav;279,5808;283,4256;pilot whale EClicks;Carles Gallardo;2022-07-06 12:52:36;3576,6423;50875,9124
BCA_N_1_20220526_104949.wav;283,5218;287,3188;pilot whale EClicks;Carles Gallardo;2022-07-06 12:53:01;4598,5401;49416,0584
BCA_N_1_20220526_104949.wav;289,6346;291,1802;pilot whale EClicks;Carles Gallardo;2022-07-06 12:53:41;4598,5401;58759,1241
BCA_N_1_20220526_104949.wav;291,2718;292,2353;pilot whale EClicks;Carles Gallardo;2022-07-06 12:54:10;5912,4088;49124,0876
BCA_N_1_20220526_110520.wav;84,05748;88,90383;sperm whale EClicks;Carles Gallardo;2022-07-06 14:09:21;3467,1533;17043,7956
BCA_N_1_20220526_110520.wav;95,57294;97,48023;pilot whale EClicks;Carles Gallardo;2022-07-06 14:11:04;4197,0803;15510,9489
BCA_N_1_20220526_110520.wav;101,4844;103,2683;pilot whale EClicks;Carles Gallardo;2022-07-06 14:43:25;3321,1679;17481,7518
BCA_N_1_20220526_110520.wav;103,3355;105,252;pilot whale EClicks;Carles Gallardo;2022-07-06 14:43:45;3321,1679;15948,9051
BCA_N_1_20220526_110520.wav;108,8364;110,57;pilot whale EClicks;Carles Gallardo;2022-07-06 14:44:38;4270,073;15656,9343
BCA_N_1_20220526_110520.wav;110,583;111,5462;pilot whale EClicks;Carles Gallardo;2022-07-06 14:44:57;3613,1387;7262,77372
BCA_N_1_20220526_110520.wav;115,9004;117,6796;pilot whale EClicks;Carles Gallardo;2022-07-06 14:45:25;4343,0657;15291,9708
BCA_N_1_20220526_110520.wav;117,7595;119,6715;pilot whale EClicks;Carles Gallardo;2022-07-06 14:46:26;3321,1679;13321,1679
BCA_N_1_20220526_110520.wav;129,0063;131,6299;pilot whale EClicks;Carles Gallardo;2022-07-06 14:47:58;2956,2044;7043,79562
BCA_N_1_20220526_110520.wav;131,6529;132,5664;pilot whale EClicks;Carles Gallardo;2022-07-06 14:48:56;3097,3426;8320,3125
BCA_N_1_20220526_110520.wav;138,3238;140,4149;pilot whale EClicks;Carles Gallardo;2022-07-06 14:49:45;2793,6816;7409,32938
BCA_N_1_20220526_110520.wav;140,9017;141,2907;uknown whistle;Carles Gallardo;2022-07-06 14:51:08;4762,7737;8120,43796
BCA_N_1_20220526_110520.wav;147,5144;150,4131;pilot whale EClicks;Carles Gallardo;2022-07-06 14:53:48;3923,3577;7500
BCA_N_1_20220526_110520.wav;152,1926;154,5142;pilot whale EClicks;Carles Gallardo;2022-07-06 14:54:10;3959,854;6879,56204
BCA_N_1_20220526_110520.wav;156,5223;159,6935;pilot whale EClicks;Carles Gallardo;2022-07-06 14:54:55;3923,3577;5967,15328
BCA_N_1_20220526_110520.wav;159,7635;160,4562;pilot whale EClicks;Carles Gallardo;2022-07-06 14:55:14;4105,8394;5967,15328
BCA_N_1_20220526_110520.wav;162,8152;170,1922;sperm whale EClicks;Carles Gallardo;2022-07-06 14:59:33;4927,0073;25218,9781
BCA_N_1_20220526_110520.wav;162,975;165,4105;pilot whale EClicks;Carles Gallardo;2022-07-06 14:56:13;4093,3508;6619,81068
BCA_N_1_20220526_110520.wav;171,9307;179,6496;sperm whale EClicks;Carles Gallardo;2022-07-06 15:00:11;3905,1095;19744,5255
BCA_N_1_20220526_110520.wav;172,9742;176,5993;pilot whale EClicks;Carles Gallardo;2022-07-06 14:57:53;4117,6437;5891,02418
BCA_N_1_20220526_110520.wav;180,8801;183,3523;pilot whale EClicks;Carles Gallardo;2022-07-06 14:57:31;3291,6857;5793,85265
BCA_N_1_20220526_110520.wav;181,1396;188,994;sperm whale EClicks;Carles Gallardo;2022-07-06 15:00:45;3905,1095;20255,4745
BCA_N_1_20220526_110520.wav;187,108;188,9224;pilot whale EClicks;Carles Gallardo;2022-07-06 15:02:07;3295,6204;6251,82482
BCA_N_1_20220526_110520.wav;189,8827;198,2624;sperm whale EClicks;Carles Gallardo;2022-07-06 15:02:39;4149,635;13675,1825
BCA_N_1_20220526_110520.wav;194,4804;203,1704;sperm whale EClicks;Carles Gallardo;2022-07-06 15:05:03;4281,0219;15186,1314
BCA_N_1_20220526_110520.wav;194,6669;195,5019;pilot whale EClicks;Carles Gallardo;2022-07-06 15:03:05;4350,9922;6781,07892
BCA_N_1_20220526_110520.wav;229,5149;229,8375;uknown whistle;Carles Gallardo;2022-07-06 15:07:28;4996,7495;6220,28969
BCA_N_1_20220526_110520.wav;241,0753;242,7448;sperm whale EClicks;Carles Gallardo;2022-07-06 15:08:12;3164,2336;25368,6131
BCA_N_1_20220526_110520.wav;244,0295;248,6023;sperm whale EClicks;Carles Gallardo;2022-07-06 15:08:52;3164,2336;16237,2263
BCA_N_1_20220526_110520.wav;254,3335;262,8631;sperm whale EClicks;Carles Gallardo;2022-07-06 15:10:10;3032,8467;14791,9708
BCA_N_1_20220526_110520.wav;263,132;272,777;sperm whale EClicks;Carles Gallardo;2022-07-06 15:10:42;4083,9416;28521,8978
